Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,RSI,MACD,BB_upper,BB_lower,ATR,Volatility
2018-01-02 00:00:00-05:00,41.79182420763083,41.84736957435849,41.28400679895379,41.41096115112305,12270000,0.0,0.0,0.0,,,,,0.0,
2018-01-03 00:00:00-05:00,41.26019565905417,41.561713320998095,40.94280832786794,41.08563232421875,20807900,0.0,0.0,0.0,,,,,0.0,
2018-01-04 00:00:00-05:00,40.958689484788756,41.22846788391279,40.66510808854021,40.74445343017578,14971800,0.0,0.0,0.0,,,,,0.0,
2018-01-05 00:00:00-05:00,40.88725964486366,40.95073831196799,40.52226638950209,40.72856903076172,23416300,0.0,0.0,0.0,,,,,0.0,
2018-01-08 00:00:00-05:00,40.79998582851923,41.14117616267265,40.72064050622635,41.109439849853516,14300500,0.0,0.0,0.0,,,,,0.0,
2018-01-09 00:00:00-05:00,41.101513338691056,41.11738301231386,40.641304910952826,40.70478057861328,15438700,0.0,0.0,0.0,,,,,0.0,
2018-01-10 00:00:00-05:00,40.46673669049236,40.530215377395244,40.17315533064247,40.26043701171875,15562000,0.0,0.0,0.0,,,,,0.0,
2018-01-11 00:00:00-05:00,40.22076868607515,40.4032654041026,39.97479629634859,40.109683990478516,16545500,0.0,0.0,0.0,,,,,0.0,
2018-01-12 00:00:00-05:00,39.990665357442005,40.20489839461676,39.76055961904732,39.87957763671875,18635300,0.0,0.0,0.0,,,,,0.0,
2018-01-16 00:00:00-05:00,40.03826973931574,40.149354428728834,39.56219163416511,39.79229736328125,27292800,0.0,0.0,0.0,,,,,0.0,
2018-01-17 00:00:00-05:00,39.85578373020295,40.14936520629286,39.80024137058679,40.03828048706055,23451600,0.0,0.0,0.0,,,,,0.0,
2018-01-18 00:00:00-05:00,40.03826385256695,40.046200201690034,39.578055488828994,39.78435516357422,21329700,0.0,0.0,0.0,,,,,0.0,
2018-01-19 00:00:00-05:00,39.94305212907745,40.03033381561271,39.61773140542915,39.665340423583984,18631900,0.0,0.0,0.0,,,,,0.0,
2018-01-22 00:00:00-05:00,39.855762437143035,40.10967109597446,39.65739610825411,39.72087478637695,20536500,0.0,0.0,0.0,23.850415744842465,,,,0.4823142231296578,
2018-01-23 00:00:00-05:00,39.871636099776296,40.38738981727168,39.75261507979112,40.101741790771484,26673900,0.0,0.0,0.0,37.49915967662602,,,,0.49547142368430575,
2018-01-24 00:00:00-05:00,40.03825914125164,40.06999848034854,39.79228683032564,39.85576248168945,19531400,0.0,0.0,0.0,33.342595727181404,,,,0.48218453345298734,
2018-01-25 00:00:00-05:00,39.87164552853676,40.506417389296516,39.84784252964295,40.47467803955078,26285000,0.0,0.0,0.0,48.7389510583067,,,,0.4947838424673141,
2018-01-26 00:00:00-05:00,40.5857481522102,40.70476612186453,40.09379752511734,40.49846649169922,23950000,0.0,0.0,0.0,49.224400555200134,,,,0.5030827534873054,
2018-01-29 00:00:00-05:00,40.3080324098211,40.37944440040938,39.93510581615306,39.98271179199219,18060900,0.0,0.0,0.0,40.3110267610349,,,,0.5073883193486519,
2018-01-30 00:00:00-05:00,39.950983015932806,40.22076138203216,39.935116371012604,40.054134368896484,13089100,0.0,0.0,0.0,41.88052337441105,,41.30651312777351,39.293704691440354,0.4915495116108592,
2018-01-31 00:00:00-05:00,40.101733872525436,40.538139148250664,39.879561547543936,40.49846649169922,27411400,0.0,0.0,0.0,50.58566957085707,,41.12946622838717,39.37950212488431,0.5034800894034213,0.007984952803392002
2018-02-01 00:00:00-05:00,40.45086353584277,40.609557212605665,39.744679852419516,39.86370086669922,28519600,0.0,0.0,0.0,41.112086552371714,,40.995287408247364,39.39148779927217,0.5292941801736161,0.00850816264110002
2018-02-02 00:00:00-05:00,39.66533801668821,39.958919377085415,39.53044732018329,39.57805633544922,21806400,0.0,0.0,0.0,37.69130649814816,,40.937831898419006,39.33230359962786,0.5220925999399381,0.008463751064082963
2018-02-05 00:00:00-05:00,39.51457664633358,39.93511537010833,38.85600193275702,38.92741394042969,33472300,0.0,0.0,0.0,31.30230391758853,,40.95782184420956,39.13219814480411,0.561879802612179,0.009098296984032772
2018-02-06 00:00:00-05:00,38.4671968407566,38.673499510885165,37.58644988582823,38.34817886352539,41671600,0.0,0.0,0.0,26.92640375748762,,40.958719185095255,38.8551747052856,0.6175286777542703,0.009089711555120126
2018-02-07 00:00:00-05:00,38.32438125900736,38.776656330788306,38.14982091538541,38.165687561035156,27880200,0.0,0.0,0.0,25.707088537800786,-0.5279578212956864,41.013217358268996,38.54676723035406,0.618193444729172,0.008971261659191113
2018-02-08 00:00:00-05:00,38.054597458660055,38.57035114687989,37.69753744580248,37.737213134765625,26041900,0.0,0.0,0.0,23.066030628545164,-0.6237704521049423,41.15236417806968,38.155298022858055,0.636380605896903,0.0089856140001355
2018-02-09 00:00:00-05:00,37.840360773959006,38.824259122138436,37.729276111241816,38.530677795410156,36422500,0.0,0.0,0.0,36.148344355216075,-0.6284325067091601,41.13417648970464,38.01558509171626,0.6691379205397399,0.010487183095076352
2018-02-12 00:00:00-05:00,38.610024699017,39.03849672432284,38.26090102663641,38.82426071166992,26504400,0.0,0.0,0.0,40.20020053512244,-0.6015037697691241,41.10779593564039,37.93643395327563,0.6768849046216463,0.010657489763530521
2018-02-13 00:00:00-05:00,38.808395844180204,39.14958623691056,38.4037297880838,38.99882888793945,25067200,0.0,0.0,0.0,42.53528241439182,-0.5596253461989491,41.07876674917183,37.88611629221001,0.6818114434934399,0.010732264546627727
2018-02-14 00:00:00-05:00,38.66556359818823,38.927408599337966,38.45132760456478,38.56241226196289,20341100,0.0,0.0,0.0,38.48896865435109,-0.5552509805600607,41.031599661695765,37.78569655717631,0.6722178606278136,0.010827108918146873
2018-02-15 00:00:00-05:00,38.65763506079909,39.43523078564122,38.60209272522681,39.41936111450195,16504100,0.0,0.0,0.0,48.79044628581792,-0.477135532286475,41.0042234687575,37.77657334520734,0.686546479417136,0.01201779475062794
2018-02-16 00:00:00-05:00,39.44316153816667,39.86370022888429,39.29240421241059,39.76848220825195,20066500,0.0,0.0,0.0,52.29562823970474,-0.38264641254464493,41.01351587811452,37.77759511431712,0.678314303492605,0.012173931978091038
2018-02-20 00:00:00-05:00,39.63359817478631,39.77642219195768,39.062302106100844,39.25273513793945,16773300,0.0,0.0,0.0,47.160158274706546,-0.34539804898216175,40.984140217534026,37.760156810053864,0.6808718593757642,0.012518498014248817
2018-02-21 00:00:00-05:00,39.276521678998144,39.538366609736094,38.729031860403914,38.73696517944336,22461400,0.0,0.0,0.0,42.64956778737803,-0.3534227403276873,40.90207156633693,37.70574780011815,0.6900477800869368,0.012584166287226793
