Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,RSI,MACD,BB_upper,BB_lower,ATR,Volatility
2024-05-29 00:00:00-04:00,90.0003737013194,91.02132124424705,89.70586686580606,89.99055480957031,7237300,0.0,0.0,,,,,0.0,
2024-05-30 00:00:00-04:00,90.54029533756155,92.16006037340048,90.27523770250532,91.7379379272461,9310000,0.0,0.0,,,,,0.0,
2024-05-31 00:00:00-04:00,91.78702579963357,93.32826218994637,91.26673690520472,93.30863189697266,12565600,0.0,0.0,,,,,0.0,
2024-06-03 00:00:00-04:00,93.15094139902718,93.87037117407894,92.68775533219699,93.03268432617188,9668100,0.37,0.0,,,,,0.0,
2024-06-04 00:00:00-04:00,92.92427303312813,93.73239557835105,92.05702195399968,93.36775207519531,7838400,0.0,0.0,,,,,0.0,
2024-06-05 00:00:00-04:00,93.93935788047187,93.93935788047187,92.34281971150689,92.95384216308594,7463300,0.0,0.0,,,,,0.0,
2024-06-06 00:00:00-04:00,93.48602064803984,95.39792352731055,92.62861927541172,94.33356475830078,9760100,0.0,0.0,,,,,0.0,
2024-06-07 00:00:00-04:00,94.00834085667285,96.52140886808976,93.91964805383809,95.15154266357422,9397400,0.0,0.0,,,,,0.0,
2024-06-10 00:00:00-04:00,94.34341877604979,95.58516311163416,94.21529692634735,94.60950469970703,7035600,0.0,0.0,,,,,0.0,
2024-06-11 00:00:00-04:00,94.1364554001292,94.60950623963811,93.15093971013296,94.48139190673828,7301500,0.0,0.0,,,,,0.0,
2024-06-12 00:00:00-04:00,94.95443764247618,95.10226650351316,92.14571935832623,92.32311248779297,9861300,0.0,0.0,,,,,0.0,
2024-06-13 00:00:00-04:00,92.67789297298611,93.16079353799373,92.36252826456861,92.81586456298828,8348200,0.0,0.0,,,,,0.0,
2024-06-14 00:00:00-04:00,92.44138043555976,93.40718166079719,91.94862256014396,92.03731536865234,7426800,0.0,0.0,,,,,0.0,
2024-06-17 00:00:00-04:00,90.6773030375204,93.74225751251522,90.6773030375204,93.62399291992188,6365400,0.0,0.0,60.103570981372584,,,,1.8941608867278086,
2024-06-18 00:00:00-04:00,93.29876583250544,93.88022398238047,92.84542953066257,93.40717315673828,6712000,0.0,0.0,58.44403242672629,,,,1.8327775699413866,
2024-06-20 00:00:00-04:00,92.52021362728931,94.6982024789462,92.16542736450563,94.18573760986328,9393800,0.0,0.0,62.453084729188404,,,,1.882777394548471,
2024-06-21 00:00:00-04:00,94.57008481497778,95.80197942884351,94.03790543952121,95.77241516113281,15569900,0.0,0.0,69.01385288895334,,,,1.8742985798894587,
2024-06-24 00:00:00-04:00,95.8906874750438,96.61996703990854,95.27966499054767,95.76256561279297,9466900,0.0,0.0,68.93332950710206,,,,1.8361559705659882,
2024-06-25 00:00:00-04:00,95.90052694912833,96.22574892309113,93.13123033669504,93.37760925292969,9036200,0.0,0.0,52.85273779069776,,,,1.9260390145538528,
2024-06-26 00:00:00-04:00,92.72716558537488,93.11152361323987,91.80078597037533,92.69760131835938,10160400,0.0,0.0,49.31997980464306,,96.16824996714766,90.72882950062578,1.901095033696746,
2024-06-27 00:00:00-04:00,92.41179945220337,93.3677508384151,92.03730621094925,92.82572174072266,25772700,0.0,0.0,49.998123557628055,,95.82692289046304,91.35367327042565,1.8603342903945392,0.01243972500575341
2024-06-28 00:00:00-04:00,76.01282251447755,77.90501835491636,73.47019774690719,74.2783203125,129967000,0.0,0.0,16.20108921438083,,101.42698754379833,84.00764685561572,3.109990697781748,0.046337759038534744
2024-07-01 00:00:00-04:00,74.40644056728614,75.94384276104266,73.21396738893799,75.71717834472656,44369000,0.0,0.0,20.680534378710007,,103.26117564962459,80.41431339456486,3.082839603090528,0.046408039065059935
2024-07-02 00:00:00-04:00,75.70732263363156,75.82558723514808,74.29803475417029,74.9386215209961,26183400,0.0,0.0,20.055817453702517,,104.4995930089673,77.36648975470457,2.971747665796761,0.04638488691021736
2024-07-03 00:00:00-04:00,74.40642842418015,74.82034317511943,73.9333776239014,74.15019226074219,15952000,0.0,0.0,19.416167850693043,,105.31834919383337,74.6259775883932,2.83128311088947,0.046280889230758716
2024-07-05 00:00:00-04:00,74.26846994551568,74.98789225591892,73.6968689873263,74.33745574951172,19603700,0.0,0.0,20.068240820531372,-4.224767019854795,105.74914031076612,72.33354783010303,2.7212645507254094,0.046353379698038405
2024-07-08 00:00:00-04:00,74.3177458577377,74.39658140289573,71.94264930583479,71.99192810058594,29905000,0.0,0.0,18.09336515017307,-4.776494773615227,105.99893968816336,69.8495847869343,2.7021693754636615,0.046208142384204544
2024-07-09 00:00:00-04:00,72.23829846223208,73.06612797979538,71.33161837109307,71.41046142578125,23445500,0.0,0.0,17.630178409413517,-5.2007119248522145,105.84615850107538,67.62825785024297,2.6330508206949936,0.04595980840829401
2024-07-10 00:00:00-04:00,71.21336801973327,71.58786128646642,70.63190983521552,71.48931121826172,21378200,0.0,0.0,17.936970898517785,-5.4675184054827355,105.42840512834434,65.73399187482948,2.5132580085918437,0.04604258573730205
2024-07-11 00:00:00-04:00,71.64698761782229,72.68178209933411,71.24293009495624,72.32699584960938,15876700,0.0,0.0,21.29099142465502,-5.547423074638644,104.67980264191124,64.26715475554971,2.4365147225765607,0.04630511563772899
2024-07-12 00:00:00-04:00,72.50438860987457,72.9774394467581,72.11018083228629,72.35655975341797,14527500,0.0,0.0,21.413068585403124,-5.544449577238865,104.00195037015499,62.94835175386845,2.3244250005690783,0.04631337051575432
2024-07-15 00:00:00-04:00,71.94264644458006,71.95250370691595,70.20813669898371,70.2771224975586,20775800,0.0,0.0,19.16185708748749,-5.6448163381225385,103.17265504977627,61.523772867704196,2.31185343298802,0.046309515049410534
2024-07-16 00:00:00-04:00,70.4742281141375,71.90322283714912,70.4742281141375,71.7553939819336,20980700,0.0,0.0,25.183664796979684,-5.541198082646815,102.14780601017122,60.520429768637364,2.262871069173913,0.04691549213238829
2024-07-17 00:00:00-04:00,71.47944785174016,72.27771311058456,71.44988358569223,72.01162719726562,11161600,0.0,0.0,26.209731410777977,-5.376427875764463,100.64252190830393,59.864477298239024,2.160368101725228,0.04657803637292897
2024-07-18 00:00:00-04:00,71.91308509126448,72.85917930387676,71.30206262277203,71.33162689208984,14440100,0.0,0.0,25.221172044850803,-5.240309614081298,98.95262788671744,59.346816693360694,2.1172787145380494,0.0465283749819293
2024-07-19 00:00:00-04:00,71.25279524013895,71.76526014705529,70.80930861947421,71.6469955444336,11913300,0.0,0.0,26.603807888511724,-5.0487880109906484,96.81419150764424,59.231378865890925,2.0343267726125513,0.0464455225326932
2024-07-22 00:00:00-04:00,72.06090827495306,74.24874673973964,72.0116294840499,73.77570343017578,19385500,0.0,0.0,35.29976246723473,-4.671387971974497,93.91930409436326,59.92659510607619,2.07485708851923,0.04695837590794965
2024-07-23 00:00:00-04:00,73.54903311341478,73.95309815469713,72.1791669081444,72.33685302734375,11041800,0.0,0.0,32.49708930468775,-4.437249079273528,90.46929476004304,61.034033181851484,2.053362385521623,0.046904956131436096
2024-07-24 00:00:00-04:00,72.18902797172927,72.32699957385019,70.0504606199669,70.06031036376953,18563300,0.0,0.0,28.624641581954506,-4.384844528761306,87.05637253090256,62.115225522075946,2.0700073870827107,0.047017412763320714
2024-07-25 00:00:00-04:00,70.49392844458359,71.38089397300585,69.88291359524939,70.37567138671875,13855400,0.0,0.0,29.871317823598346,-4.268660089591847,82.87555583872074,64.0638492210937,2.0291483149879785,0.047167369223808354
2024-07-26 00:00:00-04:00,70.95713154944008,71.72583260487023,70.82901721316446,71.50901794433594,8892000,0.0,0.0,34.31181923782188,-4.0385772840555205,75.52857832358981,69.27915635658596,1.9806492366425148,0.04750877414266372
2024-07-29 00:00:00-04:00,71.44988571986939,72.80004488785826,71.15422801278376,72.48468017578125,10471800,0.0,0.0,37.95407980272552,-3.7344586996134126,75.31922087958793,69.30914978691598,1.9567326393876567,0.017597311061869028
2024-07-30 00:00:00-04:00,72.6226580574475,73.41106614648248,72.39598612653076,73.2435302734375,8515700,0.0,0.0,40.70781646101518,-3.3930961689740684,74.80310955971765,69.57789629965734,1.889471737999376,0.017160117468993392
2024-07-31 00:00:00-04:00,73.42091718855897,74.33744705958777,72.84931629718878,73.77570343017578,14632900,0.0,0.0,42.63077453843001,-3.0445265707108575,74.54157486199489,69.72313918829809,1.8608045254564918,0.017137054962793705
