Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,RSI,MACD,BB_upper,BB_lower,ATR,Volatility
2018-01-02 00:00:00-05:00,92.27645339486796,93.28199005126953,92.27645339486796,93.28199005126953,4895600,0.0,0.0,0.0,,,,,0.0,
2018-01-03 00:00:00-05:00,93.3750644447123,93.78472897703935,93.35643945505073,93.71024322509766,5319000,0.0,0.0,0.0,,,,,0.0,
2018-01-04 00:00:00-05:00,94.07336259939918,94.13853586358542,93.53335149422568,94.01750183105469,3457400,0.0,0.0,0.0,,,,,0.0,
2018-01-05 00:00:00-05:00,94.43644760533051,94.80886920670152,94.22230287595303,94.76231384277344,4294400,0.0,0.0,0.0,,,,,0.0,
2018-01-08 00:00:00-05:00,94.80890357214973,95.032353772626,94.68786242340333,94.87407684326172,2670000,0.0,0.0,0.0,,,,,0.0,
2018-01-09 00:00:00-05:00,95.15337586335203,95.28372238919981,94.7437183978388,95.06027221679688,3160900,0.0,0.0,0.0,,,,,0.0,
2018-01-10 00:00:00-05:00,94.71579858726075,95.12545609850373,94.49234128656055,94.99510955810547,2838900,0.0,0.0,0.0,,,,,0.0,
2018-01-11 00:00:00-05:00,95.22787204231248,96.54996243678376,95.1347683855694,96.54065704345703,3622700,0.0,0.0,0.0,,,,,0.0,
2018-01-12 00:00:00-05:00,96.72687164870604,97.82551192914427,96.60583759615125,97.78826904296875,4037800,0.0,0.0,0.0,,,,,0.0,
2018-01-16 00:00:00-05:00,98.281717302338,98.70999980541764,96.83859286653012,97.08997344970703,9251600,0.0,0.0,0.0,,,,,0.0,
2018-01-17 00:00:00-05:00,97.54619134806978,97.75102366513693,96.94101399736746,97.55550384521484,6656100,0.0,0.0,0.0,,,,,0.0,
2018-01-18 00:00:00-05:00,97.51825084987497,97.68584026434124,97.22031490230756,97.4717025756836,3292300,0.0,0.0,0.0,,,,,0.0,
2018-01-19 00:00:00-05:00,97.93725016619383,98.32828985425024,97.63931415100492,98.31897735595703,3760400,0.0,0.0,0.0,,,,,0.0,
2018-01-22 00:00:00-05:00,98.30963931648753,99.40827941894531,98.22584816368249,99.40827941894531,7752300,0.0,0.0,0.0,88.66189644775056,,,,0.8891504104707479,
2018-01-23 00:00:00-05:00,99.93896741927604,100.36725694376145,99.74344764680347,100.2462158203125,4154900,0.0,0.0,0.0,90.24553990721536,,,,0.8941380614954184,
2018-01-24 00:00:00-05:00,100.69313976333586,101.26108128758219,99.77140151224489,100.67451477050781,6463800,0.0,0.0,0.0,90.94196084844013,,,,0.9366767553412666,
2018-01-25 00:00:00-05:00,101.10277390410356,101.1772596515003,100.06000185395665,100.49759674072266,5070800,0.0,0.0,0.0,88.14256672661125,,,,0.949575401212865,
2018-01-26 00:00:00-05:00,100.72107386033515,101.48453521728516,100.4696932747221,101.48453521728516,3916300,0.0,0.0,0.0,89.9931182087044,,,,0.9542372970235926,
2018-01-29 00:00:00-05:00,101.38214030096039,101.80111039920094,100.98178809678055,101.20523834228516,6355200,0.0,0.0,0.0,85.90710069649309,,,,0.9446005116947924,
2018-01-30 00:00:00-05:00,100.45108876124495,101.09351620474557,100.12522234184435,100.70247650146484,5284100,0.0,0.0,0.0,78.95742094590433,,102.82931777580937,92.13922699347775,0.9542730466052219,
2018-01-31 00:00:00-05:00,101.16799348552343,101.52179026780452,100.16245681585558,100.37659454345703,9451100,0.0,0.0,0.0,74.73701550864317,,102.95832348577673,92.71968173272913,0.9832059327012018,0.006341833728916275
2018-02-01 00:00:00-05:00,99.75277889149243,100.52555273510262,99.17552485710524,99.25932312011719,9353400,0.0,0.0,0.0,62.41851823831622,,102.90118800924135,93.33172519876645,1.009407500222357,0.007147581257516896
2018-02-02 00:00:00-05:00,99.6875816514764,100.54414644878048,98.09548607061167,98.30962371826172,10690700,0.0,0.0,0.0,54.235430146227024,,102.73067724716154,93.93144814956699,1.1122112772185322,0.007670328620653203
2018-02-05 00:00:00-05:00,97.4903259224282,98.90552708011471,94.12923205211483,94.99510955810547,23046500,0.0,0.0,0.0,36.3326840706024,,102.70556728050975,93.97983768775195,1.3739315451314855,0.010986857756860079
