Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,RSI,MACD,BB_upper,BB_lower,ATR,Volatility
2024-05-29 00:00:00-04:00,74.66532599948694,74.79176676256071,74.07205614443778,74.57779693603516,6896300,0.0,0.0,,,,,0.0,
2024-05-30 00:00:00-04:00,74.7626054392937,76.11449788388926,74.50973128253771,76.04641723632812,21764700,0.0,0.0,,,,,0.0,
2024-05-31 00:00:00-04:00,76.14365788667928,78.26389285269062,75.98804077126479,77.82622528076172,16196000,0.0,0.0,,,,,0.0,
2024-06-03 00:00:00-04:00,77.82134227667379,78.0660634788017,75.88314706976949,76.06913757324219,15410500,0.515,0.0,,,,,0.0,
2024-06-04 00:00:00-04:00,75.97124402360085,76.14744357264463,74.91404672933814,75.52095794677734,8484300,0.0,0.0,,,,,0.0,
2024-06-05 00:00:00-04:00,75.42308044433594,75.6971670065524,74.98257778223203,75.42308044433594,9264600,0.0,0.0,,,,,0.0,
2024-06-06 00:00:00-04:00,75.31539731896372,76.12786600998146,75.0119379588986,75.08045959472656,6550600,0.0,0.0,,,,,0.0,
2024-06-07 00:00:00-04:00,73.96453484824899,75.37413138345748,73.42615267648911,73.79812622070312,10059500,0.0,0.0,,,,,0.0,
2024-06-10 00:00:00-04:00,73.87643750053648,75.4328607572256,73.26952623225544,75.34476470947266,11218900,0.0,0.0,,,,,0.0,
2024-06-11 00:00:00-04:00,73.71002885530984,73.72960326537223,70.03921083399558,71.2040786743164,22781500,0.0,0.0,,,,,0.0,
2024-06-12 00:00:00-04:00,72.23190726918952,72.38852494712839,69.8923732924366,70.73421478271484,13930500,0.0,0.0,,,,,0.0,
2024-06-13 00:00:00-04:00,71.02787726087719,72.16338719068307,70.83210329215807,71.6347885131836,10023200,0.0,0.0,,,,,0.0,
2024-06-14 00:00:00-04:00,71.22365777630702,71.98718670004952,70.8516767849364,71.51731872558594,6568500,0.0,0.0,,,,,0.0,
2024-06-17 00:00:00-04:00,71.19428696596198,71.85013791749385,70.66568833585795,70.78314971923828,8445300,0.0,0.0,33.24463142278239,,,,1.8220936068190616,
2024-06-18 00:00:00-04:00,67.64093489642818,69.09947108636452,67.51368256720487,68.95264434814453,29169800,0.0,0.0,27.644992436634283,,,,1.9254774314772296,
2024-06-20 00:00:00-04:00,69.50082922022344,71.35092111890347,69.29526428351446,70.93000030517578,14857200,0.0,0.0,39.499784944785006,,,,1.9592488128544947,
2024-06-21 00:00:00-04:00,71.8109878815963,72.13402165059316,70.54822562230714,71.27259826660156,19465800,0.0,0.0,41.294472934754346,,,,1.932573613956746,
