Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,RSI,MACD,BB_upper,BB_lower,ATR,Volatility
2024-05-29 00:00:00-04:00,139.2030870632427,139.47863810808525,138.71102948082302,139.31134033203125,6838200,0.0,0.0,0.0,,,,,0.0,
2024-05-30 00:00:00-04:00,138.75038547827018,139.882111772462,138.44529720080956,139.38021850585938,7395500,0.0,0.0,0.0,,,,,0.0,
2024-05-31 00:00:00-04:00,139.8230814121804,141.4960741531093,139.655783639728,141.41734313964844,7945900,0.0,0.0,0.0,,,,,0.0,
2024-06-03 00:00:00-04:00,141.31894745514035,142.83447824228662,141.07291865735382,142.41131591796875,10303300,0.0,0.0,0.0,,,,,0.0,
2024-06-04 00:00:00-04:00,142.28337962441884,143.2182860756356,141.75194899899023,142.82464599609375,6964200,0.0,0.0,0.0,,,,,0.0,
2024-06-05 00:00:00-04:00,142.9919447630377,143.63161365078918,142.19481383582516,143.47415161132812,5373400,0.0,0.0,0.0,,,,,0.0,
2024-06-06 00:00:00-04:00,143.36589382792215,144.25160650973325,142.87383623238466,143.946533203125,5425800,0.0,0.0,0.0,,,,,0.0,
2024-06-07 00:00:00-04:00,143.8087660860007,144.82240359076613,143.64146829570427,144.10398864746094,5222300,0.0,0.0,0.0,,,,,0.0,
2024-06-10 00:00:00-04:00,143.87763361515445,144.6747644933841,143.35605378084605,144.63540649414062,5397700,0.0,0.0,0.0,,,,,0.0,
2024-06-11 00:00:00-04:00,144.5271374832322,144.5271374832322,143.41508266656174,144.0350799560547,5194000,0.0,0.0,0.0,,,,,0.0,
2024-06-12 00:00:00-04:00,144.65508156768658,144.70427530875097,143.35604244925014,143.73001098632812,6522700,0.0,0.0,0.0,,,,,0.0,
2024-06-13 00:00:00-04:00,143.19858142291358,143.84810098662678,142.28336159655782,143.61190795898438,4720600,0.0,0.0,0.0,,,,,0.0,
2024-06-14 00:00:00-04:00,143.3167000840628,143.60208688226095,142.7262249628448,143.56272888183594,4109600,0.0,0.0,0.0,,,,,0.0,
2024-06-17 00:00:00-04:00,142.952549555002,143.64144211660837,142.657327047347,143.4150848388672,4542800,0.0,0.0,0.0,73.42672536697683,,,,1.347534696443205,
2024-06-18 00:00:00-04:00,143.5725437899036,144.07443705861047,143.2871570331261,143.60206604003906,4872600,0.0,0.0,0.0,74.79496035281525,,,,1.3075165056604305,
2024-06-20 00:00:00-04:00,143.15921261580417,144.26141662875972,142.96239261583403,144.07443237304688,6653600,0.0,0.0,0.0,77.89189980064691,,,,1.3069098990365202,
